NM_RAZAO_SOCIAL;CD_PROCESSO_SUSEP;NR_PROPOSTA;ID_PROPOSTA;DT_PROPOSTA;DT_INICIO_VIGENCIA;DT_FIM_VIGENCIA;NM_SEGURADO;NR_DOCUMENTO_SEGURADO;NM_MUNICIPIO_PROPRIEDADE;SG_UF_PROPRIEDADE;LATITUDE;NR_GRAU_LAT;NR_MIN_LAT;NR_SEG_LAT;LONGITUDE;NR_GRAU_LONG;NR_MIN_LONG;NR_SEG_LONG;NR_DECIMAL_LATITUDE;NR_DECIMAL_LONGITUDE;NM_CLASSIF_PRODUTO;NM_CULTURA_GLOBAL;NR_AREA_TOTAL;NR_ANIMAL;NR_PRODUTIVIDADE_ESTIMADA;NR_PRODUTIVIDADE_SEGURADA;NivelDeCobertura;VL_LIMITE_GARANTIA;VL_PREMIO_LIQUIDO;PE_TAXA;VL_SUBVENCAO_FEDERAL;NR_APOLICE;DT_APOLICE;ANO_APOLICE;CD_GEOCMU;VALOR_INDENIZAÇÃO;EVENTO_PREPONDERANTE
Aliança do Brasil Seguros S/A.;15414901479201927;50608188;1046713;03/10/2019;03/10/2019;02/10/2020;ANONIMIZADO;***;Alto Piquiri;PR;S;23;57;9;W;53;23;37;-;-;CUSTEIO;Soja;93;-;3250;2112,5;0,65;186000;11180,66;0,060111075;3913,23;8311;14/10/2019;2019;4100707;5461,49; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;57747018;1679087;03/01/2023;03/01/2023;03/01/2024;ANONIMIZADO;***;Itaquiraí;MS;-;-;-;-;-;-;-;-;-23,344972;-54,046447;CUSTEIO;Milho 2ª safra;16;-;3762;2445,3;0,65;79584;15626,31;0,196349894;6250,52;3723;05/01/2023;2023;5004601;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;54917196;1480920;27/08/2021;27/08/2021;27/08/2022;ANONIMIZADO;***;Pejuçara;RS;S;28;26;33;W;53;45;-;-;-;CUSTEIO;Milho 1ª safra;48;-;9786,5;6361,23;0,650000511;240228;7607,22;0,031666667;1901,81;21410;30/08/2021;2021;4314308;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;50748990;1050206;06/11/2019;06/11/2019;05/11/2020;ANONIMIZADO;***;Monsenhor Paulo;MG;S;21;45;26;W;45;26;21;-;-;CUSTEIO;Feijão 1ª safra;43,19;-;1600;1040;0,65;142527;11402,15;0,07999993;3990,75;8863;11/11/2019;2019;3142601;30459; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;51662872;1143841;28/05/2020;28/05/2020;28/05/2021;ANONIMIZADO;***;Bagé;RS;S;31;29;17;W;54;29;40;-;-;CUSTEIO;Soja;160,64;-;3000;2100;0,7;321280;25702,4;0,08;6425,6;12196;29/05/2020;2020;4301602;308886,51; INUNDAÇÃO/TROMBA D´ÁGUA
Aliança do Brasil Seguros S/A.;15414901479201927;51429502;1116790;31/03/2020;31/03/2020;31/03/2021;ANONIMIZADO;***;Nova Xavantina;MT;S;14;51;16;W;52;23;45;-;-;CUSTEIO;Soja;180;-;3750;2625;0,7;400455;14104,92;0,035222235;3526,23;11176;02/04/2020;2020;5106257;136415,35; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;52078207;1199755;14/08/2020;14/08/2020;14/08/2021;ANONIMIZADO;***;Ibirarema;SP;S;22;47;47;W;50;6;10;-;-;CUSTEIO;Cana-de-açúcar;104,92;-;138;96,6;0,7;220332;4480,07;0,02033327;1792,03;13361;17/08/2020;2020;3519501;44374,86; INCÊNDIO
Aliança do Brasil Seguros S/A.;15414901479201927;54303338;1366590;01/06/2021;01/06/2021;01/06/2022;ANONIMIZADO;***;Colônia Vitória;PR;S;25;33;27;W;51;46;47;-;-;CUSTEIO;Trigo;24;-;4500;3150;0,7;360000;4016;0,011155556;1606,4;20023;10/06/2021;2021;4109401;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;55775325;1552277;22/01/2022;22/01/2022;22/01/2023;ANONIMIZADO;***;Anahy;PR;-;-;-;-;-;-;-;-;-24,6645;-53,145;CUSTEIO;Milho 2ª safra;13;-;3900;2535;0,65;72600;8470;0,116666667;3388;24355;26/01/2022;2022;4101051;2891,06; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;55816023;1604610;29/01/2022;29/01/2022;29/01/2023;ANONIMIZADO;***;Ângulo;PR;-;-;-;-;-;-;-;-;-23,2475;-51,9558;CUSTEIO;Milho 2ª safra;63;-;6000;3900;0,65;319000;37216,66;0,116666646;14886,66;24827;24/03/2022;2022;4101150;0; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;50405411;1045873;03/09/2019;03/09/2019;02/09/2020;ANONIMIZADO;***;Água Clara;MS;S;20;25;50;W;52;53;15;-;-;CUSTEIO;Soja;230;-;3150;2362,5;0,75;351118;26056,9;0,074211234;9119,92;8171;27/09/2019;2019;5000203;163691,21; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;51594649;1125511;14/05/2020;14/05/2020;14/05/2021;ANONIMIZADO;***;Cascavel;PR;S;25;7;26;W;53;24;32;-;-;CUSTEIO;Trigo;27,35;-;2780;1807;0,65;41184,45;6589,51;0,159999951;2635,8;12075;15/05/2020;2020;4104808;29771,74; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;52078186;1196570;14/08/2020;14/08/2020;14/08/2021;ANONIMIZADO;***;Porangatu;GO;S;13;7;47;W;49;13;12;-;-;CUSTEIO;Soja;100;-;3600;2520;0,7;244556;8613,81;0,035222239;2153,45;13375;18/08/2020;2020;5218003;66568,14; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;50589718;1054030;27/09/2019;27/09/2019;26/09/2020;ANONIMIZADO;***;Rio Verde;GO;S;17;16;46;W;50;43;60;-;-;CUSTEIO;Soja;531,92;-;3750;2625;0,7;1223416;43091,43;0,035222222;15082;8260;09/10/2019;2019;5218805;256795,02; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;51792995;1125795;23/06/2020;23/06/2020;23/06/2021;ANONIMIZADO;***;Boa Vista da Aparecida;PR;S;25;27;46;W;53;22;55;-;-;CUSTEIO;Trigo;18,76;-;2880;1872;0,65;29265,6;4682,5;0,160000137;1873;12552;24/06/2020;2020;4103057;9423,52; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;55815993;1559381;29/01/2022;29/01/2022;29/01/2023;ANONIMIZADO;***;Munhoz de Melo;PR;-;-;-;-;-;-;-;-;-23,0633;-51,7238;CUSTEIO;Milho 2ª safra;31;-;5500;3575;0,65;129270;15081,5;0,116666667;6032,6;24785;03/02/2022;2022;4116307;0; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;54700427;1410812;24/07/2021;24/07/2021;24/07/2022;ANONIMIZADO;***;Bom Sucesso de Patos;MG;S;18;49;42;W;46;34;51;-;-;CUSTEIO;Café;75;-;2400;1560;0,65;412500;19020,8;0,04611103;7608,32;20734;27/07/2021;2021;3148004;368223,63; INCÊNDIO
Aliança do Brasil Seguros S/A.;15414901479201927;51808993;1140208;26/06/2020;26/06/2020;26/06/2021;ANONIMIZADO;***;Santa Vitória do Palmar;RS;S;32;55;54;W;52;47;23;-;-;CUSTEIO;Soja;40;-;2800;1820;0,65;100000;8000;0,08;2000;12631;29/06/2020;2020;4317301;94956,52; INUNDAÇÃO/TROMBA D´ÁGUA
Aliança do Brasil Seguros S/A.;15414901479201927;55674002;1554728;07/01/2022;07/01/2022;07/01/2023;ANONIMIZADO;***;Terra Roxa;PR;-;-;-;-;-;-;-;-;-24,0935;-54,0424;CUSTEIO;Milho 2ª safra;105;-;7200;4680;0,65;636000;74200;0,116666667;29680;24067;10/01/2022;2022;4127403;435406,67; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;57778746;1677799;11/01/2023;11/01/2023;11/01/2024;ANONIMIZADO;***;Santa Isabel do Ivaí;PR;-;-;-;-;-;-;-;-;-23,137051;-53,209706;CUSTEIO;Milho 2ª safra;18;-;3762;2445,3;0,65;128250;13859,31;0,108064795;5543,72;3770;19/01/2023;2023;4123709;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;50405367;1045686;29/08/2019;29/08/2019;28/08/2020;ANONIMIZADO;***;Nova Marilândia;MT;S;14;11;51;W;57;1;34;-;-;CUSTEIO;Soja;970;-;3750;3000;0,8;2037000;81255,88;0,039889975;24376,76;8145;27/09/2019;2019;5108857;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50620460;1038916;08/10/2019;08/10/2019;07/10/2020;ANONIMIZADO;***;Avanhandava;SP;S;21;25;32;W;50;-;14;-;-;CUSTEIO;Cana-de-açúcar;31;-;110;77;0,7;69719;1495,08;0,02144437;523,28;8313;14/10/2019;2019;3504404;56935,95; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;55816019;1604637;31/01/2022;31/01/2022;31/01/2023;ANONIMIZADO;***;Ivatuba;PR;-;-;-;-;-;-;-;-;-23,6077;-52,2141;CUSTEIO;Milho 2ª safra;33;-;6000;3900;0,65;186450;21752,5;0,116666667;8701;24826;24/03/2022;2022;4111605;104597,37; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;50615532;1046445;07/10/2019;07/10/2019;06/10/2020;ANONIMIZADO;***;Ipê;RS;S;28;37;38;W;51;16;29;-;-;CUSTEIO;Soja;97;-;2800;1820;0,65;195600;15648;0,08;5476,8;8400;16/10/2019;2019;4310439;109829,4; INUNDAÇÃO/TROMBA D´ÁGUA
Aliança do Brasil Seguros S/A.;15414901479201927;50624957;1049122;09/10/2019;09/10/2019;08/10/2020;ANONIMIZADO;***;Bossoroca;RS;S;28;38;28;W;54;45;47;-;-;CUSTEIO;Soja;103,03;-;3300;2310;0,7;190507,62;15240,61;0,080000002;5334,21;8408;17/10/2019;2019;4302501;139111,49; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;60054230;1984820;07/12/2024;07/12/2024;07/12/2025;ANONIMIZADO;***;Cruz Alta;RS;-;-;-;-;-;-;-;-;-28,686002;-53,340271;CUSTEIO;Trigo;59;-;2940;1911;0,65;197321,76;16663,26;0,084447149;6665,3;9663;06/01/2025;2025;4306106;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;51695723;1125163;05/06/2020;05/06/2020;05/06/2021;ANONIMIZADO;***;Manoel Viana;RS;S;29;19;41;W;55;33;47;-;-;CUSTEIO;Trigo;50;-;2633;1711,45;0,65;75000;12000;0,16;4800;12307;08/06/2020;2020;4311759;16832,59; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;50457114;1052263;12/09/2019;12/09/2019;11/09/2020;ANONIMIZADO;***;São Luiz Gonzaga;RS;S;28;22;49;W;55;2;42;-;-;CUSTEIO;Soja;125;-;3300;2310;0,7;250000;20456,4;0,0818256;7159,74;8199;27/09/2019;2019;4318903;107750; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;60053648;1984589;06/12/2024;06/12/2024;06/12/2025;ANONIMIZADO;***;Santa Fé;PR;-;-;-;-;-;-;-;-;-22,996801;-51,833337;CUSTEIO;Milho 2ª safra;22;-;4560;3420;0,75;180587,95;11792,75;0,065301976;4717,1;9650;06/01/2025;2025;4123402;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;57877931;1678139;17/01/2023;17/01/2023;17/01/2024;ANONIMIZADO;***;Taquarussu;MS;-;-;-;-;-;-;-;-;-22,383972;-53,356236;CUSTEIO;Milho 2ª safra;63;-;4062;2640,3;0,65;363883,22;47917,97;0,131685022;19167,18;3804;19/01/2023;2023;5007976;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;52768733;1233791;22/09/2020;22/09/2020;22/09/2021;ANONIMIZADO;***;Penápolis;SP;S;21;23;9;W;50;6;9;-;-;CUSTEIO;Cana-de-açúcar;19,4;-;110;77;0,7;62274;1287;0,020666731;514,8;14242;24/09/2020;2020;3537305;14488,45; INCÊNDIO
Aliança do Brasil Seguros S/A.;15414901479201927;51668883;1125989;29/05/2020;29/05/2020;29/05/2021;ANONIMIZADO;***;Quedas do Iguaçu;PR;S;25;22;9;W;53;3;8;-;-;CUSTEIO;Trigo;12,2;-;2820;1833;0,65;18635,5;2981,67;0,159999463;1192,67;12258;02/06/2020;2020;4120903;7528,74; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;50405391;1045721;30/08/2019;30/08/2019;29/08/2020;ANONIMIZADO;***;Novo Diamantino;MT;S;14;11;19;W;57;3;12;-;-;CUSTEIO;Soja;720;-;3750;3000;0,8;1512000;60313,64;0,039889974;18094,09;8156;27/09/2019;2019;5103502;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;57884180;1678200;18/01/2023;18/01/2023;18/01/2024;ANONIMIZADO;***;São Carlos do Ivaí;PR;-;-;-;-;-;-;-;-;-23,286927;-52,508433;CUSTEIO;Milho 2ª safra;15;-;4062;2640,3;0,65;81175,68;7597,83;0,093597368;3039,13;3761;19/01/2023;2023;4124608;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;51357722;1089136;12/03/2020;12/03/2020;12/03/2021;ANONIMIZADO;***;Cascavel;PR;S;24;56;50;W;53;18;29;-;-;CUSTEIO;Trigo;24,2;-;2780;1807;0,65;36441,09;5830,56;0,159999605;2040,7;10508;13/03/2020;2020;4104808;12379,04; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;52021090;1183396;04/08/2020;04/08/2020;04/08/2021;ANONIMIZADO;***;Bagé;RS;S;31;27;45;W;54;25;79;-;-;CUSTEIO;Soja;270;-;3300;2145;0,65;756000;49140;0,065;12285;13194;05/08/2020;2020;4301602;365661,14; INUNDAÇÃO/TROMBA D´ÁGUA
Aliança do Brasil Seguros S/A.;15414901479201927;51429516;1116809;31/03/2020;31/03/2020;31/03/2021;ANONIMIZADO;***;Nova Xavantina;MT;S;14;52;5;W;52;23;58;-;-;CUSTEIO;Soja;85;-;3750;2625;0,7;189103,75;6660,65;0,035222199;1665,16;11185;02/04/2020;2020;5106257;96658,65; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;50694442;1059395;19/10/2019;19/10/2019;18/10/2020;ANONIMIZADO;***;Baliza;GO;S;16;21;27;W;52;38;38;-;-;CUSTEIO;Soja;325;-;3750;2625;0,7;910000;32052,22;0,03522222;11218,28;8499;24/10/2019;2019;5203104;468489,05; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;50457126;1046798;12/09/2019;12/09/2019;11/09/2020;ANONIMIZADO;***;Centralina;MG;S;18;35;17;W;49;9;35;-;-;CUSTEIO;Soja;191,3;-;3500;2450;0,7;439990;15851,08;0,036026001;5547,88;8237;01/10/2019;2019;3115805;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;57776633;1677705;10/01/2023;10/01/2023;10/01/2024;ANONIMIZADO;***;Rancho Alegre;PR;-;-;-;-;-;-;-;-;-23,054122;-50,898924;CUSTEIO;Milho 2ª safra;11;-;4000;2600;0,65;66000;7132,27;0,108064697;2852,9;3749;16/01/2023;2023;4121307;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;60053656;1984658;06/12/2024;06/12/2024;06/12/2025;ANONIMIZADO;***;São Carlos do Ivaí;PR;-;-;-;-;-;-;-;-;-23,306547;-52,482559;CUSTEIO;Milho 2ª safra;19;-;4320;3240;0,75;161272,32;11935,35;0,07400743;4774,14;9658;06/01/2025;2025;4124608;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;51429500;1117775;31/03/2020;31/03/2020;31/03/2021;ANONIMIZADO;***;Nova Xavantina;MT;S;14;51;44;W;52;24;3;-;-;CUSTEIO;Soja;80;-;3750;2625;0,7;177980;6268,85;0,035222216;1567,21;11174;02/04/2020;2020;5106257;95228,18; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;55763740;1548610;21/01/2022;21/01/2022;21/01/2023;ANONIMIZADO;***;Naviraí;MS;-;-;-;-;-;-;-;-;-22,9644;-53,8143;CUSTEIO;Milho 2ª safra;203,01;-;3510;2281,5;0,65;775048;86116,44;0,111111105;34446,58;24266;24/01/2022;2022;5005707;103117,35; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;50457118;1045847;12/09/2019;12/09/2019;11/09/2020;ANONIMIZADO;***;São Luiz Gonzaga;RS;S;28;17;58;W;54;58;35;-;-;CUSTEIO;Soja;174;-;3300;2310;0,7;348000;28475,3;0,081825575;9966,36;8203;27/09/2019;2019;4318903;197490; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;50687130;1048748;15/10/2019;15/10/2019;14/10/2020;ANONIMIZADO;***;Ivaí;PR;S;24;53;43;W;50;56;6;-;-;CUSTEIO;Soja;14,59;-;3570;2677,5;0,75;32214,28;1764,61;0,05477726;617,61;8546;28/10/2019;2019;4111407;19403,38; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;50405385;1045700;30/08/2019;30/08/2019;29/08/2020;ANONIMIZADO;***;Nova Mutum;MT;S;13;47;49;W;55;37;54;-;-;CUSTEIO;Soja;455;-;3750;3000;0,8;955500;38114,87;0,039889974;11434,46;8152;27/09/2019;2019;5106224;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;54964651;1469549;10/09/2021;10/09/2021;10/09/2022;ANONIMIZADO;***;Cascavel;PR;S;25;3;37;W;53;28;56;-;-;CUSTEIO;Soja;96,8;-;3600;2520;0,7;3049200;36658,15;0,012022219;7331,63;22225;20/09/2021;2021;4104808;65809,19; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;60053137;1988856;05/12/2024;05/12/2024;05/12/2025;ANONIMIZADO;***;Centenário do Sul;PR;-;-;-;-;-;-;-;-;-22,774308;-51,537641;CUSTEIO;Milho 2ª safra;24;-;4240;3180;0,75;204565,44;13870,05;0,067802509;5548,02;9636;06/01/2025;2025;4105102;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;54258952;1343619;21/05/2021;21/05/2021;21/05/2022;ANONIMIZADO;***;Iguaraçu;PR;S;23;16;58;W;51;54;5;-;-;CUSTEIO;Soja;63;-;3750;2437,5;0,65;1102500;16635,5;0,015088889;3327,1;19539;25/05/2021;2021;4110003;145520,05; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;51379274;1146787;17/03/2020;17/03/2020;17/03/2021;ANONIMIZADO;***;Mangueirinha;PR;S;26;9;38;W;52;11;26;-;-;CUSTEIO;Feijão 1ª safra;55,93;-;2000;1300;0,65;115551,38;9244,11;0,079999997;2311,02;10727;23/03/2020;2020;4114401;108859,88; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;54047747;1337067;30/03/2021;30/03/2021;30/03/2022;ANONIMIZADO;***;Jandaia do Sul;PR;S;23;34;53;W;51;36;19;-;-;CUSTEIO;Milho 2ª safra;19;-;5200;3380;0,65;190000;3791,55;0,019955526;1516,62;18797;01/04/2021;2021;4112108;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;52897679;1275200;09/10/2020;09/10/2020;09/10/2021;ANONIMIZADO;***;Reserva do Iguaçu;PR;S;25;52;33;W;51;52;17;-;-;CUSTEIO;Soja;40,29;-;4200;3360;0,8;106768,5;3475,91;0,032555576;868,98;14854;14/10/2020;2020;4121752;22607,22; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;60055280;1985038;10/12/2024;10/12/2024;10/12/2025;ANONIMIZADO;***;Flórida;PR;-;-;-;-;-;-;-;-;-23,104282;-51,993432;CUSTEIO;Milho 2ª safra;71;-;4160;3120;0,75;594595,2;40653,95;0,068372483;16261,58;9690;06/01/2025;2025;4108106;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50677105;1048424;14/10/2019;14/10/2019;13/10/2020;ANONIMIZADO;***;Inaciolândia;GO;S;18;29;34;W;50;1;32;-;-;CUSTEIO;Soja;8;-;3750;2625;0,7;19040;670,63;0,035222164;234,72;8440;23/10/2019;2019;5209937;9360,15; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;50457125;1047031;12/09/2019;12/09/2019;11/09/2020;ANONIMIZADO;***;Catalão;GO;S;17;58;16;W;47;23;24;-;-;CUSTEIO;Soja;180;-;3750;2437,5;0,65;446671,8;15279,58;0,034207622;5347,85;8236;01/10/2019;2019;5205109;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;60054243;1984710;07/12/2024;07/12/2024;07/12/2025;ANONIMIZADO;***;Arapongas;PR;-;-;-;-;-;-;-;-;-23,479608;-51,391304;CUSTEIO;Milho 2ª safra;36;-;4640;3480;0,75;329863,68;21355,05;0,064739016;8542,02;9676;06/01/2025;2025;4101507;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;51379281;1148238;17/03/2020;17/03/2020;17/03/2021;ANONIMIZADO;***;Vitorino;PR;S;26;15;35;W;52;52;55;-;-;CUSTEIO;Feijão 1ª safra;30;-;2200;1430;0,65;66526,5;5322,12;0,08;1330,53;10701;20/03/2020;2020;4128708;19498,92; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;50405404;1045529;03/09/2019;03/09/2019;02/09/2020;ANONIMIZADO;***;São Miguel das Missões;RS;S;28;37;56;W;54;29;-;-;-;CUSTEIO;Milho 1ª safra;65,5;-;7000;4900;0,7;131000;10927,57;0,083416565;3824,65;8166;27/09/2019;2019;4319158;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50868884;1078641;21/11/2019;21/11/2019;20/11/2020;ANONIMIZADO;***;Bossoroca;RS;S;28;35;42;W;54;56;49;-;-;CUSTEIO;Soja;30;-;3300;2475;0,75;60000;5400;0,09;1890;9054;25/11/2019;2019;4302501;70889,25; INUNDAÇÃO/TROMBA D´ÁGUA
Aliança do Brasil Seguros S/A.;15414901479201927;54700439;1411019;24/07/2021;24/07/2021;24/07/2022;ANONIMIZADO;***;Pedregulho;SP;S;20;18;24;W;47;28;49;-;-;CUSTEIO;Café;38;-;2978,64;1936,12;0,650001343;456000;29193,12;0,06402;11677,25;20746;27/07/2021;2021;3537008;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;51808989;1140199;26/06/2020;26/06/2020;26/06/2021;ANONIMIZADO;***;Santa Vitória do Palmar;RS;S;32;55;59;W;52;47;4;-;-;CUSTEIO;Soja;22;-;2800;1820;0,65;55000;4400;0,08;1100;12627;29/06/2020;2020;4317301;30868,77; INUNDAÇÃO/TROMBA D´ÁGUA
Aliança do Brasil Seguros S/A.;15414901479201927;60054239;1984722;07/12/2024;07/12/2024;07/12/2025;ANONIMIZADO;***;Alvorada do Sul;PR;-;-;-;-;-;-;-;-;-22,758633;-51,295401;CUSTEIO;Milho 2ª safra;21;-;4560;3420;0,75;191227,68;12266,6;0,064146571;4906,64;9672;06/01/2025;2025;4100806;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;55799139;1604390;27/01/2022;27/01/2022;27/01/2023;ANONIMIZADO;***;Floresta;PR;-;-;-;-;-;-;-;-;-23,6071;-52,0409;CUSTEIO;Milho 2ª safra;24;-;6000;3900;0,65;112320;13104;0,116666667;5241,6;24705;01/02/2022;2022;4107900;0; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;57884183;1678212;18/01/2023;18/01/2023;18/01/2024;ANONIMIZADO;***;Dourados;MS;-;-;-;-;-;-;-;-;-22,070461;-54,517178;CUSTEIO;Milho 2ª safra;30;-;3762;2445,3;0,65;157500;20878,95;0,132564762;8351,58;3764;19/01/2023;2023;5003702;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;50405363;1038754;29/08/2019;29/08/2019;28/08/2020;ANONIMIZADO;***;Campo Florido;MG;S;19;45;48;W;48;29;42;-;-;CUSTEIO;Cana-de-açúcar;88,9;-;120;78;0,65;325508,24;5178,99;0,015910473;1812,65;8142;27/09/2019;2019;3111408;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;60053640;1988911;06/12/2024;06/12/2024;06/12/2025;ANONIMIZADO;***;Florestópolis;PR;-;-;-;-;-;-;-;-;-22,857159;-51,380471;CUSTEIO;Milho 2ª safra;20;-;4400;3300;0,75;165870,72;12624,87;0,07611271;5049,94;9642;06/01/2025;2025;4108007;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;51792994;1125829;23/06/2020;23/06/2020;23/06/2021;ANONIMIZADO;***;Boa Vista da Aparecida;PR;S;25;27;53;W;53;23;25;-;-;CUSTEIO;Trigo;17,04;-;2880;1872;0,65;26582,4;4253,17;0,159999473;1701,27;12551;24/06/2020;2020;4103057;8910,42; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;50546008;1045984;20/09/2019;20/09/2019;19/09/2020;ANONIMIZADO;***;São Borja;RS;S;28;36;8;W;55;50;17;-;-;CUSTEIO;Soja;150;-;3300;2475;0,75;300000;27616,14;0,0920538;9665,65;8219;01/10/2019;2019;4318002;77964,72; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;57864179;1677968;13/01/2023;13/01/2023;13/01/2024;ANONIMIZADO;***;Santo Ângelo;RS;-;-;-;-;-;-;-;-;-28,252217;-54,38213;CUSTEIO;Canola;16;-;2100;1365;0,65;81675;7417,28;0,09081457;2966,91;3776;19/01/2023;2023;4317509;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;57868837;1689662;16/01/2023;16/01/2023;16/01/2024;ANONIMIZADO;***;Luiziana;PR;-;-;-;-;-;-;-;-;-24,465936;-52,45381;CUSTEIO;Canola;9;-;1350;877,5;0,65;166546,25;9864,83;0,059231775;3945,93;3796;19/01/2023;2023;4113734;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;50405397;1045435;31/08/2019;31/08/2019;30/08/2020;ANONIMIZADO;***;Porto dos Gaúchos;MT;S;11;41;43;W;56;46;44;-;-;CUSTEIO;Soja;203;-;3750;3000;0,8;412126,54;16439,72;0,039889981;4931,92;8159;27/09/2019;2019;5106802;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;60054237;1984808;07/12/2024;07/12/2024;07/12/2025;ANONIMIZADO;***;Maringá;PR;-;-;-;-;-;-;-;-;-23,28959;-51,937615;CUSTEIO;Milho 2ª safra;12;-;4800;3600;0,75;110443,2;7332,35;0,066390235;2932,94;9670;06/01/2025;2025;4115200;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50615495;1046303;07/10/2019;07/10/2019;06/10/2020;ANONIMIZADO;***;Barbosa;SP;S;21;16;4;W;49;55;13;-;-;CUSTEIO;Soja;50;-;110000;77000;0,7;160250;3258,42;0,020333354;1140,45;8354;15/10/2019;2019;3505104;36956,17; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;60055860;1985099;11/12/2024;11/12/2024;11/12/2025;ANONIMIZADO;***;Arapoti;PR;-;-;-;-;-;-;-;-;-24,125297;-49,873972;CUSTEIO;Trigo;9;-;3700;2405;0,65;43057,2;4308,03;0,10005365;1723,21;9703;06/01/2025;2025;4101606;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;60054238;1984832;07/12/2024;07/12/2024;07/12/2025;ANONIMIZADO;***;Alvorada do Sul;PR;-;-;-;-;-;-;-;-;-22,693364;-51,263155;CUSTEIO;Milho 2ª safra;30;-;4560;3420;0,75;274500;17608,23;0,064146557;7043,29;9671;06/01/2025;2025;4100806;-;-
