NM_RAZAO_SOCIAL;CD_PROCESSO_SUSEP;NR_PROPOSTA;ID_PROPOSTA;DT_PROPOSTA;DT_INICIO_VIGENCIA;DT_FIM_VIGENCIA;NM_SEGURADO;NR_DOCUMENTO_SEGURADO;NM_MUNICIPIO_PROPRIEDADE;SG_UF_PROPRIEDADE;LATITUDE;NR_GRAU_LAT;NR_MIN_LAT;NR_SEG_LAT;LONGITUDE;NR_GRAU_LONG;NR_MIN_LONG;NR_SEG_LONG;NR_DECIMAL_LATITUDE;NR_DECIMAL_LONGITUDE;NM_CLASSIF_PRODUTO;NM_CULTURA_GLOBAL;NR_AREA_TOTAL;NR_ANIMAL;NR_PRODUTIVIDADE_ESTIMADA;NR_PRODUTIVIDADE_SEGURADA;NivelDeCobertura;VL_LIMITE_GARANTIA;VL_PREMIO_LIQUIDO;PE_TAXA;VL_SUBVENCAO_FEDERAL;NR_APOLICE;DT_APOLICE;ANO_APOLICE;CD_GEOCMU;VALOR_INDENIZAÇÃO;EVENTO_PREPONDERANTE
Aliança do Brasil Seguros S/A.;15414901479201927;54564220;1472263;08/07/2021;08/07/2021;08/07/2022;ANONIMIZADO;***;São Pedro do Sul;RS;S;29;35;23;W;54;22;39;-;-;CUSTEIO;Arroz;29,97;-;7672,5;5754,38;0,750000652;179820;8998,18;0,050039929;2249,55;20604;13/07/2021;2021;4319406;77592,8; VARIAÇÃO EXCESSIVA DE TEMPERATURA
Aliança do Brasil Seguros S/A.;15414901479201927;51621323;1125602;19/05/2020;19/05/2020;19/05/2021;ANONIMIZADO;***;Cascavel;PR;S;24;56;34;W;53;13;44;-;-;CUSTEIO;Trigo;5,82;-;2780;1807;0,65;8763,93;1402,23;0,160000137;560,89;12102;22/05/2020;2020;4104808;27,17; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;60053642;1988900;06/12/2024;06/12/2024;06/12/2025;ANONIMIZADO;***;Ângulo;PR;-;-;-;-;-;-;-;-;-23,190544;-51,959931;CUSTEIO;Milho 2ª safra;29;-;4240;3180;0,75;250080;17235,5;0,068919946;6894,2;9644;06/01/2025;2025;4101150;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;55734737;1551242;14/01/2022;14/01/2022;14/01/2023;ANONIMIZADO;***;Guaíra;PR;-;-;-;-;-;-;-;-;-24,3622;-54,2132;CUSTEIO;Milho 2ª safra;75;-;3900;2535;0,65;435600;50820;0,116666667;20328;24111;19/01/2022;2022;4108809;0; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;52939147;1277891;22/10/2020;22/10/2020;22/10/2021;ANONIMIZADO;***;Gentil;RS;S;28;18;45;W;52;1;54;-;-;CUSTEIO;Soja;92;-;3750;2625;0,7;276000;26220;0,095;6555;15818;30/10/2020;2020;4308854;76016,31; INCÊNDIO
Aliança do Brasil Seguros S/A.;15414901479201927;54280753;1349840;27/05/2021;27/05/2021;27/05/2022;ANONIMIZADO;***;São Borja;RS;S;28;47;26;W;55;44;38;-;-;CUSTEIO;Arroz;140;-;9487,5;6641,25;0,7;4550000;34458,66;0,007573332;8614,67;19648;31/05/2021;2021;4318002;0; VARIAÇÃO EXCESSIVA DE TEMPERATURA
Aliança do Brasil Seguros S/A.;15414901479201927;60053655;1988877;06/12/2024;06/12/2024;06/12/2025;ANONIMIZADO;***;São Carlos do Ivaí;PR;-;-;-;-;-;-;-;-;-23,324708;-52,443469;CUSTEIO;Milho 2ª safra;14;-;4320;3240;0,75;121651,2;9003,07;0,074007244;3601,22;9657;06/01/2025;2025;4124608;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;54303335;1359817;01/06/2021;01/06/2021;01/06/2022;ANONIMIZADO;***;Colônia Vitória;PR;S;25;33;42;W;51;47;19;-;-;CUSTEIO;Trigo;27,96;-;4500;3150;0,7;419400;4678,64;0,011155556;1871,46;20020;10/06/2021;2021;4109401;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;51338648;1096384;09/03/2020;09/03/2020;09/03/2021;ANONIMIZADO;***;Matelândia;PR;S;25;19;29;W;53;58;6;-;-;CUSTEIO;Milho 2ª safra;6,22;-;6150;3997,5;0,65;11768,55;1235,7;0,105000191;494,28;10417;10/03/2020;2020;4115606;3392,87; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;50561157;1083963;24/09/2019;24/09/2019;23/09/2020;ANONIMIZADO;***;Penápolis;SP;S;21;22;33;W;50;-;54;-;-;CUSTEIO;Cana-de-açúcar;19,96;-;1100000;77;7,0E-5;70319,08;1453,25;0,02066651;508,64;8210;01/10/2019;2019;3537305;13490,97; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;60054232;1984684;07/12/2024;07/12/2024;07/12/2025;ANONIMIZADO;***;Atalaia;PR;-;-;-;-;-;-;-;-;-23,138242;-51,999053;CUSTEIO;Milho 2ª safra;9;-;4560;3420;0,75;88015,68;5685,53;0,064596785;2274,21;9665;06/01/2025;2025;4102208;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50418016;1045624;05/09/2019;05/09/2019;04/09/2020;ANONIMIZADO;***;Nova Xavantina;MT;S;14;35;24;W;52;22;13;-;-;CUSTEIO;Soja;270;-;3750;2625;0,7;621000;22372,14;0,03602599;7830,25;8181;27/09/2019;2019;5106257;138981,68; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;53384473;1294913;30/12/2020;30/12/2020;30/12/2021;ANONIMIZADO;***;Luiziana;PR;S;24;29;24;W;52;20;36;-;-;CUSTEIO;Milho 2ª safra;9,68;-;6000;3900;0,65;20255,5;2021,05;0,099777838;808,42;17507;04/01/2021;2021;4113734;0; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;55805915;1604514;28/01/2022;28/01/2022;28/01/2023;ANONIMIZADO;***;Floresta;PR;-;-;-;-;-;-;-;-;-23,5992;-52,1101;CUSTEIO;Milho 2ª safra;15;-;6000;3900;0,65;64800;7560;0,116666667;3024;24734;01/02/2022;2022;4107900;0; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;54303341;1359958;01/06/2021;01/06/2021;01/06/2022;ANONIMIZADO;***;Colônia Vitória;PR;S;25;33;11;W;51;46;44;-;-;CUSTEIO;Trigo;20,25;-;4500;3150;0,7;303750;3388,5;0,011155556;1355,4;20026;10/06/2021;2021;4109401;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;55799128;1604379;27/01/2022;27/01/2022;27/01/2023;ANONIMIZADO;***;Nova Cantu;PR;-;-;-;-;-;-;-;-;-24,7005;-52,5906;CUSTEIO;Milho 2ª safra;24;-;6000;3900;0,65;94525,2;11027,94;0,116666667;4411,18;24575;31/01/2022;2022;4116802;0; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;54342824;1367594;11/06/2021;11/06/2021;11/06/2022;ANONIMIZADO;***;Entre Rios;PR;S;25;35;4;W;51;29;51;-;-;CUSTEIO;Trigo;15;-;4284,55;2999,19;0,700001167;210000;2342,66;0,011155524;937,06;20302;17/06/2021;2021;4109401;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;57765548;1689646;09/01/2023;09/01/2023;09/01/2024;ANONIMIZADO;***;Luiziana;PR;-;-;-;-;-;-;-;-;-24,465936;-52,45381;CUSTEIO;Milho 2ª safra;9;-;4762;3095,3;0,65;192919,35;15418,24;0,079920651;6167,3;3739;16/01/2023;2023;4113734;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;55763743;1548602;21/01/2022;21/01/2022;21/01/2023;ANONIMIZADO;***;Naviraí;MS;-;-;-;-;-;-;-;-;-22,9192;-53,8409;CUSTEIO;Milho 2ª safra;199,57;-;3510;2281,5;0,65;760000;84444,44;0,111111105;33777,78;24269;24/01/2022;2022;5005707;106707,12; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;51484869;1104417;16/04/2020;16/04/2020;16/04/2021;ANONIMIZADO;***;Campo Novo;RS;S;27;37;7;W;53;46;52;-;-;CUSTEIO;Trigo;118,21;-;2829;1838,35;0,649823259;189136;30261,75;0,159999947;10591,61;11522;17/04/2020;2020;4304002;141954,91; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;57776632;1679404;10/01/2023;10/01/2023;10/01/2024;ANONIMIZADO;***;Avaré;SP;-;-;-;-;-;-;-;-;-22,959679;-48,957926;CUSTEIO;Milho 2ª safra;95;-;4762;3095,3;0,65;405427,55;55097,49;0,135899719;22038,99;3748;16/01/2023;2023;3504503;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;50434108;1045347;09/09/2019;09/09/2019;08/09/2020;ANONIMIZADO;***;Pirajuba;MG;S;20;1;19;W;48;35;40;-;-;CUSTEIO;Soja;98;-;3750;2812,5;0,75;215600;11246,51;0,052163776;3936,28;8192;27/09/2019;2019;3150703;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;57736176;1677618;28/12/2022;28/12/2022;28/12/2023;ANONIMIZADO;***;Caiapônia;GO;-;-;-;-;-;-;-;-;-16,526886;-52,107883;CUSTEIO;Soja;121;-;3745;2621,5;0,7;1212048,65;44215,93;0,036480326;8843,18;3716;02/01/2023;2023;5204409;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;51429704;1096671;01/04/2020;01/04/2020;01/04/2021;ANONIMIZADO;***;Pejuçara;RS;S;28;26;-;W;53;43;37;-;-;CUSTEIO;Trigo;27,1;-;3000;1950;0,65;39708;6353,27;0,159999748;2223,64;11366;06/04/2020;2020;4314308;36416,21; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;50457117;1045337;12/09/2019;12/09/2019;11/09/2020;ANONIMIZADO;***;São Luiz Gonzaga;RS;S;28;23;5;W;55;1;41;-;-;CUSTEIO;Soja;156;-;3300;2310;0,7;312000;25529,58;0,081825577;8935,35;8202;27/09/2019;2019;4318903;161085,6; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;52833603;1235506;23/09/2020;23/09/2020;23/09/2021;ANONIMIZADO;***;Ivaí;PR;S;24;52;57;W;50;54;11;-;-;CUSTEIO;Soja;6,76;-;3570;2677,5;0,75;17286,81;1137,08;0,065777318;284,27;14368;28/09/2020;2020;4111407;2807,38; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;57778744;1677775;11/01/2023;11/01/2023;11/01/2024;ANONIMIZADO;***;Caarapó;MS;-;-;-;-;-;-;-;-;-22,441106;-54,849753;CUSTEIO;Milho 2ª safra;19;-;3762;2445,3;0,65;95136;18679,94;0,196349857;7471,97;3768;19/01/2023;2023;5002407;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;52078145;1196592;14/08/2020;14/08/2020;14/08/2021;ANONIMIZADO;***;Campanha;MG;S;21;48;21;W;45;21;49;-;-;CUSTEIO;Milho 1ª safra;14;-;11385;9108;0,8;56000;2936,66;0,052440357;734,17;13363;18/08/2020;2020;3110905;21268,8; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;50615499;1039300;07/10/2019;07/10/2019;06/10/2020;ANONIMIZADO;***;Barbosa;SP;S;21;16;13;W;49;55;14;-;-;CUSTEIO;Cana-de-açúcar;36,3;-;110;71,5;0,65;116341,5;2365,61;0,020333329;827,96;8390;16/10/2019;2019;3505104;63011,45; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;60055289;1984992;10/12/2024;10/12/2024;10/12/2025;ANONIMIZADO;***;Mandaguaçu;PR;-;-;-;-;-;-;-;-;-23,172478;-51,987602;CUSTEIO;Milho 2ª safra;36;-;4240;3180;0,75;304264;18753,36;0,061635159;7501,34;9699;06/01/2025;2025;4114104;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;57864182;1677869;13/01/2023;13/01/2023;13/01/2024;ANONIMIZADO;***;Arapongas;PR;-;-;-;-;-;-;-;-;-23,375459;-51,527146;CUSTEIO;Milho 2ª safra;9;-;4062;2640,3;0,65;46775,11;10081,19;0,215524667;4032,47;3779;19/01/2023;2023;4101507;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;50426016;1035770;06/09/2019;06/09/2019;05/09/2020;ANONIMIZADO;***;Formosa do Rio Preto;BA;S;10;34;77;W;45;58;27;-;-;CUSTEIO;Soja;755;-;3450;2415;0,7;1627025;123100,61;0,075659938;43085,21;8190;27/09/2019;2019;2911105;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50546009;1045994;20/09/2019;20/09/2019;19/09/2020;ANONIMIZADO;***;Novo São Joaquim;MT;S;15;10;28;W;52;54;41;-;-;CUSTEIO;Soja;390;-;3750;3000;0,8;936000;37337,02;0,039889979;11201,11;8220;01/10/2019;2019;5106281;375574,59; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;57864188;1677906;13/01/2023;13/01/2023;13/01/2024;ANONIMIZADO;***;Guaíra;PR;-;-;-;-;-;-;-;-;-24,212488;-54,274264;CUSTEIO;Milho 2ª safra;9;-;4062;2640,3;0,65;48048;7668,45;0,159599775;3067,38;3784;19/01/2023;2023;4108809;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;60054252;1984796;07/12/2024;07/12/2024;07/12/2025;ANONIMIZADO;***;Ângulo;PR;-;-;-;-;-;-;-;-;-23,200214;-51,920107;CUSTEIO;Milho 2ª safra;25;-;4240;3180;0,75;212484,64;13203,97;0,062140821;5281,58;9685;06/01/2025;2025;4101150;-;-
Allianz Seguros S.A;15414002759200717;131587477;2014578;28/02/2025;28/02/2025;31/12/2025;ANONIMIZADO;***;Jataí;GO;S;18;6;23;W;51;10;41;-;-;PRODUTIVIDADE;Milho 2ª safra;178,7;-;6497,14;4548;0,700000308;812727,25;87986,21;0,10826044;35194,47;5177202579110004296;06/03/2025;2025;5211909;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50589716;1046031;27/09/2019;27/09/2019;26/09/2020;ANONIMIZADO;***;São Borja;RS;S;28;37;59;W;55;52;36;-;-;CUSTEIO;Soja;207;-;3000;2100;0,7;413838,54;33107,07;0,079999968;11587,47;8258;09/10/2019;2019;4318002;280499,76; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;51662875;1143924;28/05/2020;28/05/2020;28/05/2021;ANONIMIZADO;***;Bagé;RS;S;31;29;15;W;54;29;15;-;-;CUSTEIO;Soja;100,21;-;3000;2100;0,7;200420;16033,6;0,08;4008,4;12199;29/05/2020;2020;4301602;193271,13; INUNDAÇÃO/TROMBA D´ÁGUA
Aliança do Brasil Seguros S/A.;15414901479201927;54303331;1360061;01/06/2021;01/06/2021;01/06/2022;ANONIMIZADO;***;Colônia Vitória;PR;S;25;33;8;W;51;47;10;-;-;CUSTEIO;Trigo;30,37;-;4500;3150;0,7;455550;5081,91;0,011155548;2032,76;20016;10/06/2021;2021;4109401;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;60055291;1985049;10/12/2024;10/12/2024;10/12/2025;ANONIMIZADO;***;Ângulo;PR;-;-;-;-;-;-;-;-;-23,24349;-51,94733;CUSTEIO;Milho 2ª safra;28;-;4240;3180;0,75;242744,32;15084,34;0,062140857;6033,73;9701;06/01/2025;2025;4101150;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50411139;1038735;04/09/2019;04/09/2019;03/09/2020;ANONIMIZADO;***;Campo Florido;MG;S;19;35;3;W;48;37;44;-;-;CUSTEIO;Cana-de-açúcar;61,7;-;100;65;0,65;192702,06;3065,98;0,015910468;1073,09;8180;27/09/2019;2019;3111408;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;60054231;1984845;07/12/2024;07/12/2024;07/12/2025;ANONIMIZADO;***;Júlio de Castilhos;RS;-;-;-;-;-;-;-;-;-29,123096;-53,685642;CUSTEIO;Canola;39;-;1350;877,5;0,65;156000;14626;0,09375641;5850,4;9664;06/01/2025;2025;4311205;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;60055281;1984947;10/12/2024;10/12/2024;10/12/2025;ANONIMIZADO;***;Lobato;PR;-;-;-;-;-;-;-;-;-23,07925;-51,991263;CUSTEIO;Milho 2ª safra;44;-;4240;3180;0,75;375203,36;27124,45;0,072292663;10849,78;9691;06/01/2025;2025;4113601;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;51338684;1146339;10/03/2020;10/03/2020;10/03/2021;ANONIMIZADO;***;Abelardo Luz;SC;S;26;31;52;W;52;20;42;-;-;CUSTEIO;Feijão 1ª safra;128;-;2200;1430;0,65;281600;22528;0,08;5632;10457;11/03/2020;2020;4200101;17725,91; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;50673952;1048459;11/10/2019;11/10/2019;10/10/2020;ANONIMIZADO;***;Rio do Campo;SC;S;26;52;39;W;50;4;45;-;-;CUSTEIO;Arroz;42;-;7770;5439;0,7;168000;6160;0,036666667;2156;8431;21/10/2019;2019;4214508;136183,31; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;57868834;1678039;16/01/2023;16/01/2023;16/01/2024;ANONIMIZADO;***;Cambé;PR;-;-;-;-;-;-;-;-;-23,295862;-51,319736;CUSTEIO;Milho 2ª safra;10;-;3762;2445,3;0,65;44333,29;4790,86;0,108064617;1916,34;3793;19/01/2023;2023;4103701;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;50615491;1046249;07/10/2019;07/10/2019;06/10/2020;ANONIMIZADO;***;Tupanciretã;RS;S;29;-;19;W;53;54;34;-;-;CUSTEIO;Soja;70;-;3300;2475;0,75;146492,5;13184,33;0,090000034;4614,52;8350;15/10/2019;2019;4322202;62171,42; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;50620474;1046680;08/10/2019;08/10/2019;07/10/2020;ANONIMIZADO;***;Ipê;RS;S;28;45;44;W;51;12;56;-;-;CUSTEIO;Soja;38;-;2800;1820;0,65;79800;6384;0,08;2234,4;8326;14/10/2019;2019;4310439;11454,21; INUNDAÇÃO/TROMBA D´ÁGUA
Aliança do Brasil Seguros S/A.;15414901479201927;54288356;1338968;28/05/2021;28/05/2021;28/05/2022;ANONIMIZADO;***;Colônia Vitória;PR;S;25;14;11;W;51;40;-;-;-;CUSTEIO;Cevada;32,6;-;5500;3850;0,7;505300;9465,95;0,018733327;3786,38;19631;31/05/2021;2021;4109401;27193,1; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;50411137;1039011;04/09/2019;04/09/2019;03/09/2020;ANONIMIZADO;***;Paulo de Faria;SP;S;20;8;7;W;49;22;44;-;-;CUSTEIO;Cana-de-açúcar;13,97;-;110;77;0,7;49107,2;989,79;0,0201557;346,43;8178;27/09/2019;2019;3536604;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;54912686;1455049;26/08/2021;26/08/2021;26/08/2022;ANONIMIZADO;***;Rio do Campo;SC;S;26;52;39;W;50;4;45;-;-;CUSTEIO;Arroz;42;-;7770;5050,5;0,65;1260000;8232;0,006533333;2058;21500;30/08/2021;2021;4214508;99964,56; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;54338328;1367957;10/06/2021;10/06/2021;10/06/2022;ANONIMIZADO;***;Guarapuava;PR;S;25;31;49;W;51;28;45;-;-;CUSTEIO;Trigo;9,26;-;4500;3150;0,7;25928;1446,21;0,055777923;578,48;20073;14/06/2021;2021;4109401;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;54700420;1472341;26/07/2021;26/07/2021;26/07/2022;ANONIMIZADO;***;Itacurubi;RS;S;28;42;9;W;55;31;50;-;-;CUSTEIO;Arroz;95;-;8925;6247,5;0,7;608000;22077,15;0,036311102;5519,29;20727;27/07/2021;2021;4310553;0; VARIAÇÃO EXCESSIVA DE TEMPERATURA
Aliança do Brasil Seguros S/A.;15414901479201927;56161750;1569978;29/03/2022;29/03/2022;29/03/2023;ANONIMIZADO;***;Tamarana;PR;-;-;-;-;-;-;-;-;-23,744977;-51,056761;CUSTEIO;Milho 2ª safra;19;-;6145,6;3994,64;0,65;79932,75;9325,49;0,116666698;3730,19;24963;04/04/2022;2022;4126678;25954,44; VARIAÇÃO EXCESSIVA DE TEMPERATURA
Aliança do Brasil Seguros S/A.;15414901479201927;50727935;1050411;29/10/2019;29/10/2019;28/10/2020;ANONIMIZADO;***;Martinho Campos;MG;S;19;30;25;W;45;5;17;-;-;CUSTEIO;Soja;180;-;3588;2870,4;0,8;648000;33984;0,052444444;10195,2;8713;06/11/2019;2019;3140506;132127,2; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;50615490;1046241;07/10/2019;07/10/2019;06/10/2020;ANONIMIZADO;***;Catalão;GO;S;18;1;50;W;47;48;51;-;-;CUSTEIO;Soja;60;-;3750;2625;0,7;140456,4;4947,18;0,035222176;1731,51;8386;16/10/2019;2019;5205109;56477,52; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;51747974;1125876;15/06/2020;15/06/2020;15/06/2021;ANONIMIZADO;***;Bom Sucesso do Sul;PR;S;26;2;59;W;52;48;8;-;-;CUSTEIO;Trigo;105,4;-;3250;2112,5;0,65;217769,05;34843,05;0,160000009;13937,22;12370;16/06/2020;2020;4103222;54132,27; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;51429711;1104353;31/03/2020;31/03/2020;31/03/2021;ANONIMIZADO;***;Pejuçara;RS;S;28;25;41;W;53;43;30;-;-;CUSTEIO;Trigo;9,35;-;3000;1950;0,65;13699,99;2192;0,160000117;767,2;11423;07/04/2020;2020;4314308;4896,11; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;51690086;1125477;04/06/2020;04/06/2020;04/06/2021;ANONIMIZADO;***;Toledo;PR;S;24;47;5;W;53;39;38;-;-;CUSTEIO;Trigo;9,23;-;2445;1589,25;0,65;12944,61;2071,14;0,160000185;828,46;12294;05/06/2020;2020;4127700;7792,22; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;50405384;1045666;30/08/2019;30/08/2019;29/08/2020;ANONIMIZADO;***;Nova Mutum;MT;S;13;44;24;W;55;37;53;-;-;CUSTEIO;Soja;513,76;-;3750;3000;0,8;1078896;43037,13;0,039889971;12911,14;8151;27/09/2019;2019;5106224;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50694448;1062743;21/10/2019;21/10/2019;20/10/2020;ANONIMIZADO;***;Batatais;SP;S;20;44;10;W;47;36;20;-;-;CUSTEIO;Café;20;-;2516;1635,4;0,65;215000;10821,66;0,050333302;3787,58;8505;24/10/2019;2019;3505906;2588,65; INCÊNDIO
Aliança do Brasil Seguros S/A.;15414901479201927;60054249;1984774;07/12/2024;07/12/2024;07/12/2025;ANONIMIZADO;***;Astorga;PR;-;-;-;-;-;-;-;-;-23,248513;-51,636494;CUSTEIO;Milho 2ª safra;31;-;4240;3180;0,75;265835,04;18580,4;0,069894473;7432,16;9682;06/01/2025;2025;4102109;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;60052655;1988847;04/12/2024;04/12/2024;04/12/2025;ANONIMIZADO;***;Centenário do Sul;PR;-;-;-;-;-;-;-;-;-22,895596;-51,499869;CUSTEIO;Milho 2ª safra;19;-;4240;3180;0,75;164969,44;11185,32;0,067802376;4474,12;9629;06/01/2025;2025;4105102;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;57765554;1690839;09/01/2023;09/01/2023;09/01/2024;ANONIMIZADO;***;Santa Isabel do Ivaí;PR;-;-;-;-;-;-;-;-;-23,102598;-53,219125;CUSTEIO;Milho 2ª safra;38;-;3762;2445,3;0,65;102600;3136,6;0,03057115;1254,64;3745;16/01/2023;2023;4123709;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;51338666;1087414;09/03/2020;09/03/2020;09/03/2021;ANONIMIZADO;***;Campina da Lagoa;PR;S;24;36;35;W;52;49;32;-;-;CUSTEIO;Milho 2ª safra;19,36;-;6500;4225;0,65;38720;4065,6;0,105;1626,24;10445;11/03/2020;2020;4103909;20455,78; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;60053653;1988888;06/12/2024;06/12/2024;06/12/2025;ANONIMIZADO;***;Jaguapitã;PR;-;-;-;-;-;-;-;-;-22,940099;-51,590105;CUSTEIO;Milho 2ª safra;28;-;4240;3180;0,75;247495,84;17066,31;0,068955947;6826,52;9655;06/01/2025;2025;4111902;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;55793425;1604332;26/01/2022;26/01/2022;26/01/2023;ANONIMIZADO;***;Floresta;PR;-;-;-;-;-;-;-;-;-23,6048;-52,0953;CUSTEIO;Milho 2ª safra;11;-;6000;3900;0,65;53100;6195;0,116666667;2478;24640;31/01/2022;2022;4107900;14516,18; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;57765547;1689638;09/01/2023;09/01/2023;09/01/2024;ANONIMIZADO;***;Luiziana;PR;-;-;-;-;-;-;-;-;-24,465936;-52,45381;CUSTEIO;Milho 2ª safra;9;-;4662;3030,3;0,65;234677,14;82814,44;0,352886694;33125,78;3738;16/01/2023;2023;4113734;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;51524581;1127562;20/04/2020;20/04/2020;20/04/2021;ANONIMIZADO;***;Goioxim;PR;S;25;6;-;W;51;54;5;-;-;CUSTEIO;Trigo;32,73;-;4600;3220;0,7;81825;4564,02;0,055777819;1597,41;11802;05/05/2020;2020;4108650;6799,66; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;50615489;1046321;07/10/2019;07/10/2019;06/10/2020;ANONIMIZADO;***;Catalão;GO;S;18;1;14;W;47;48;54;-;-;CUSTEIO;Soja;44;-;3750;2625;0,7;103001,36;3627,94;0,035222253;1269,78;8349;15/10/2019;2019;5205109;2842,84; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;54971026;1469916;11/09/2021;11/09/2021;11/09/2022;ANONIMIZADO;***;Tupanciretã;RS;S;28;59;2;W;54;18;12;-;-;CUSTEIO;Soja;76;-;3399;2379,3;0,7;1520000;28373,33;0,018666664;5674,67;22268;20/09/2021;2021;4322202;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;50405402;1038680;03/09/2019;03/09/2019;02/09/2020;ANONIMIZADO;***;Penápolis;SP;S;21;22;32;W;50;3;3;-;-;CUSTEIO;Cana-de-açúcar;79,86;-;110;77;0,7;281346,78;5947,18;0,021138255;2081,51;8164;27/09/2019;2019;3537305;66980,09; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;54310021;1355975;04/06/2021;04/06/2021;04/06/2022;ANONIMIZADO;***;Colônia Vitória;PR;S;25;35;15;W;51;33;39;-;-;CUSTEIO;Cevada;11,27;-;5500;3850;0,7;174685;3272,43;0,01873332;1308,97;19885;09/06/2021;2021;4109401;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;50546023;1045934;20/09/2019;20/09/2019;19/09/2020;ANONIMIZADO;***;Feliz Natal;MT;S;12;35;35;W;54;55;42;-;-;CUSTEIO;Soja;320,99;-;3750;3000;0,8;802475;32010,71;0,039889978;9603,21;8226;01/10/2019;2019;5103700;373577,07; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;51542663;1125864;06/05/2020;06/05/2020;25/05/2029;ANONIMIZADO;***;Santa Izabel do Oeste;PR;S;25;48;32;W;53;27;45;-;-;CUSTEIO;Trigo;18,63;-;3000;1950;0,65;30273,75;4843,8;0,16;1695,33;12016;07/05/2020;2020;4123808;9825,83; GEADA
